,URL,Title,Price
858,https://www.boohoo.com/pleated-short-sleeve-oversized-shirt/BMM38770.html,Pleated Short Sleeve Oversized Shirt,£22.40
859,https://www.boohoo.com/pleated-short-sleeve-oversized-boxy-shirt/BMM38775.html,Pleated Short Sleeve Oversized Boxy Shirt,£24.50
860,/slub-border-printed-shirt/BMM42527.html?color=155,Slub Border Printed Shirt,£14.00
861,https://www.boohoo.com/short-sleeve-revere-oversized-pleated-shirt/BMM12140.html,Short Sleeve Revere Oversized Pleated Shirt,£22.40
862,https://www.boohoo.com/viscose-limited-edition-racing-shirt/BMM42514.html,Viscose Limited Edition Racing Shirt,£19.60
863,/short-sleeve-drop-revere-tie-dye-cotton-slub-shirt/BMM43842.html?color=105,Short Sleeve Drop Revere Tie Dye Cotton Slub Shirt,£17.50
864,/drop-shoulder-textured-jersey-shirt/BMM45869.html?color=173,Drop Shoulder Textured Jersey Shirt,£17.50
865,/short-sleeve-drop-revere-tie-dye-cotton-slub-shirt/BMM43841.html?color=165,Short Sleeve Drop Revere Tie Dye Cotton Slub Shirt,£17.50
866,/short-sleeve-textured-stripe-shirt/BMM42158.html?color=167,Short Sleeve Textured Stripe Shirt,£17.50
867,/short-sleeve-boxy-linen-revere-shirt/BMM40396.html?color=174,Short Sleeve Boxy Linen Revere Shirt,£17.50
868,/short-sleeve-oversized-linen-revere-shirt/BMM40387.html?color=137,Short Sleeve Oversized Linen Revere Shirt,£17.50
869,/short-sleeve-linen-revere-shirt-/BMM40400.html?color=147,Short Sleeve Linen Revere Shirt,£19.60
870,/oversized-boxy-slub-tiger-printed-shirt/BMM42523.html?color=130,Oversized Boxy Slub Tiger Printed Shirt,£15.40
871,/slub-border-printed-shirt/BMM42526.html?color=106,Slub Border Printed Shirt,£17.50
872,/oversized-boxy-slub-tiger-printed-shirt/BMM42522.html?color=174,Oversized Boxy Slub Tiger Printed Shirt,£15.40
873,https://www.boohoo.com/boxy-slub-border-printed-shirt/BMM42518.html,Boxy Slub Border Printed Shirt,£17.50
874,/dropped-revere-crinkle-floral-shirt-/BMM41556.html?color=124,Dropped Revere Crinkle Floral Shirt,£17.50
875,/boxy-satin-skull-border-shirt/BMM35008.html?color=105,Boxy Satin Skull Border Shirt,£15.40
876,/short-sleeve-satin-boxy-printed-shirt/BMM37854.html?color=148,Short Sleeve Satin Boxy Printed Shirt,£15.40
877,/dropped-revere-crinkle-skull-shirt-/BMM41562.html?color=105,Dropped Revere Crinkle Skull Shirt,£17.50
878,https://www.boohoo.com/long-sleeve-oversized-texture-stripe-shirt/BMM41807.html,Long Sleeve Oversized Texture Stripe Shirt,£19.60
879,/long-sleeve-oversized-texture-stripe-shirt/BMM41806.html?color=130,Long Sleeve Oversized Texture Stripe Shirt,£19.60
880,https://www.boohoo.com/short-sleeve-oversized-bandana-viscose-shirt/BMM37284.html,Short Sleeve Oversized Bandana Viscose Shirt,£25.00
881,/pleated-short-sleeve-oversized-shirt/BMM38772.html?color=209,Pleated Short Sleeve Oversized Shirt,£24.50
882,/short-sleeve-printed-drop-revere-shirt/BMM41716.html?color=173,Short Sleeve Printed Drop Revere Shirt,£17.50
883,https://www.boohoo.com/short-sleeve-printed-drop-revere-shirt/BMM41717.html,Short Sleeve Printed Drop Revere Shirt,£17.50
884,/slim-seersucker-drop-revere-shirt-/BMM41713.html?color=115,Slim Seersucker Drop Revere Shirt,£17.50
885,https://www.boohoo.com/short-sleeve-abstract-dropped-revere-shirt/BMM41715.html,Short Sleeve Abstract Dropped Revere Shirt,£17.50
886,https://www.boohoo.com/short-sleeve-floral-drop-revere-shirt/BMM41719.html,Short Sleeve Floral Drop Revere Shirt,£17.50
887,/double-breasted-revere-linen-shirt/BMM40384.html?color=147,Double Breasted Revere Linen Shirt,£17.50
888,https://www.boohoo.com/long-sleeve-boxy-linen-revere-shirt/BMM40390.html,Long Sleeve Boxy Linen Revere Shirt,£19.60
889,/short-sleeve-crochet-shirt/BMM42149.html?color=124,Short Sleeve Crochet Shirt,£19.60
890,https://www.boohoo.com/short-sleeve-linen-revere-shirt-/BMM40401.html,Short Sleeve Linen Revere Shirt,£19.60
891,/slim-seersucker-drop-revere-shirt/BMM41714.html?color=173,Slim Seersucker Drop Revere Shirt,£17.50
892,https://www.boohoo.com/short-sleeve-drop-revere-stripe-linen-look-shirt/BMM45747.html,Short Sleeve Drop Revere Stripe Linen Look Shirt,£19.60
893,https://www.boohoo.com/short-sleeve-printed-boxy-shirt/BMM41718.html,Short Sleeve Printed Boxy Shirt,£17.50
894,/short-sleeve-revere-ribbed-shirt/BMM39799.html?color=124,Short Sleeve Revere Ribbed Shirt,£17.50
895,/short-sleeve-linen-look-stripe-shirt/BMM42203.html?color=124,Short Sleeve Linen Look Stripe Shirt,£19.60
896,/pleated-short-sleeve-oversized-shirt/BMM38773.html?color=137,Pleated Short Sleeve Oversized Shirt,£24.50
897,/short-sleeve-drop-revere-check-shirt/BMM45744.html?color=165,Short Sleeve Drop Revere Check Shirt,£17.50
898,https://www.boohoo.com/pleated-short-sleeve-oversized-shirt/BMM38770.html,Pleated Short Sleeve Oversized Shirt,£22.40
899,https://www.boohoo.com/pleated-short-sleeve-oversized-boxy-shirt/BMM38775.html,Pleated Short Sleeve Oversized Boxy Shirt,£24.50
900,/slub-border-printed-shirt/BMM42527.html?color=155,Slub Border Printed Shirt,£14.00
901,https://www.boohoo.com/short-sleeve-revere-oversized-pleated-shirt/BMM12140.html,Short Sleeve Revere Oversized Pleated Shirt,£22.40
902,https://www.boohoo.com/viscose-limited-edition-racing-shirt/BMM42514.html,Viscose Limited Edition Racing Shirt,£19.60
903,/short-sleeve-drop-revere-tie-dye-cotton-slub-shirt/BMM43842.html?color=105,Short Sleeve Drop Revere Tie Dye Cotton Slub Shirt,£17.50
904,/drop-shoulder-textured-jersey-shirt/BMM45869.html?color=173,Drop Shoulder Textured Jersey Shirt,£17.50
905,/short-sleeve-drop-revere-tie-dye-cotton-slub-shirt/BMM43841.html?color=165,Short Sleeve Drop Revere Tie Dye Cotton Slub Shirt,£17.50
906,/short-sleeve-textured-stripe-shirt/BMM42158.html?color=167,Short Sleeve Textured Stripe Shirt,£17.50
907,/short-sleeve-boxy-linen-revere-shirt/BMM40396.html?color=174,Short Sleeve Boxy Linen Revere Shirt,£17.50
908,/short-sleeve-oversized-linen-revere-shirt/BMM40387.html?color=137,Short Sleeve Oversized Linen Revere Shirt,£17.50
909,/short-sleeve-linen-revere-shirt-/BMM40400.html?color=147,Short Sleeve Linen Revere Shirt,£19.60
910,/oversized-boxy-slub-tiger-printed-shirt/BMM42523.html?color=130,Oversized Boxy Slub Tiger Printed Shirt,£15.40
911,/slub-border-printed-shirt/BMM42526.html?color=106,Slub Border Printed Shirt,£17.50
912,/oversized-boxy-slub-tiger-printed-shirt/BMM42522.html?color=174,Oversized Boxy Slub Tiger Printed Shirt,£15.40
913,https://www.boohoo.com/boxy-slub-border-printed-shirt/BMM42518.html,Boxy Slub Border Printed Shirt,£17.50
914,/dropped-revere-crinkle-floral-shirt-/BMM41556.html?color=124,Dropped Revere Crinkle Floral Shirt,£17.50
915,/boxy-satin-skull-border-shirt/BMM35008.html?color=105,Boxy Satin Skull Border Shirt,£15.40
